구분,2000.01,2000.02,2000.03,2000.04,2000.05,2000.06,2000.07,2000.08,2000.09,2000.1,2000.11,2000.12,2001.01,2001.02,2001.03,2001.04,2001.05,2001.06,2001.07,2001.08,2001.09,2001.1,2001.11,2001.12,2002.01,2002.02,2002.03,2002.04,2002.05,2002.06,2002.07,2002.08,2002.09,2002.1,2002.11,2002.12,2003.01,2003.02,2003.03,2003.04,2003.05,2003.06,2003.07,2003.08,2003.09,2003.1,2003.11,2003.12,2004.01,2004.02,2004.03,2004.04,2004.05,2004.06,2004.07,2004.08,2004.09,2004.1,2004.11,2004.12,2005.01,2005.02,2005.03,2005.04,2005.05,2005.06,2005.07,2005.08,2005.09,2005.1,2005.11,2005.12,2006.01,2006.02,2006.03,2006.04,2006.05,2006.06,2006.07,2006.08,2006.09,2006.1,2006.11,2006.12,2007.01,2007.02,2007.03,2007.04,2007.05,2007.06,2007.07,2007.08,2007.09,2007.1,2007.11,2007.12,2008.01,2008.02,2008.03,2008.04,2008.05,2008.06,2008.07,2008.08,2008.09,2008.1,2008.11,2008.12,2009.01,2009.02,2009.03,2009.04,2009.05,2009.06,2009.07,2009.08,2009.09,2009.1,2009.11,2009.12,2010.01,2010.02,2010.03,2010.04,2010.05,2010.06,2010.07,2010.08,2010.09,2010.1,2010.11,2010.12,2011.01,2011.02,2011.03,2011.04,2011.05,2011.06,2011.07,2011.08,2011.09,2011.1,2011.11,2011.12,2012.01,2012.02,2012.03,2012.04,2012.05,2012.06,2012.07,2012.08,2012.09,2012.1,2012.11,2012.12,2013.01,2013.02,2013.03,2013.04,2013.05,2013.06,2013.07,2013.08,2013.09,2013.1,2013.11,2013.12,2014.01,2014.02,2014.03,2014.04,2014.05,2014.06,2014.07,2014.08,2014.09,2014.1,2014.11,2014.12,2015.01,2015.02,2015.03,2015.04,2015.05,2015.06,2015.07,2015.08,2015.09,2015.1,2015.11,2015.12,2016.01,2016.02,2016.03,2016.04,2016.05,2016.06,2016.07,2016.08,2016.09,2016.1,2016.11,2016.12,2017.01,2017.02,2017.03,2017.04,2017.05,2017.06,2017.07,2017.08,2017.09,2017.1,2017.11,2017.12,2018.01,2018.02,2018.03,2018.04,2018.05,2018.06,2018.07,2018.08,2018.09,2018.1,2018.11,2018.12,2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.1,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.1,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.1,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.1,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09,2023.1,2023.11,2023.12,2024.01,2024.02 p),2024.03 p)
건설수주액,3369423,2846548,3581921,3240403,3821868,4941056,2555388,3175197,2761156,3059042,3364426,5061106,2735591,2749509,2801038,3522624,4652200,4729493,3093829,2840706,4722876,4184921,6307869,8654264,4240919,4105171,7651618,5352104,5560484,5248805,3765846,4940305,4038493,5313471,7344348,10272095,4887305,5809922,5284045,5541475,6936933,11123511,6159598,6786007,5456075,6164041,5893580,10854781,4954697,4682123,5395695,5179449,5731227,7319489,6394655,4346400,4122203,8280683,6181456,15186312,5269014,3499784,9132696,6394522,8609439,9910601,6667245,5052169,5097750,5254762,6233277,12368099,5845683,4514642,6016993,5265657,6743777,9239104,7122838,5807928,10117836,5244990,9030870,16050822,6921925,6616331,8324398,7920233,7368657,12383764,6185767,6711720,9175754,10729716,13429268,16734061,5658474,6113346,8791684,8416255,8704676,9557915,6117493,6383893,5827092,8205735,8130058,22000214,5859544,4981269,7559380,7725445,7422919,11956246,5950195,4735035,9122864,10724193,14705885,18345501,7230174,4863842,6356428,6664740,8844915,10030207,7588516,4225866,7537251,4407386,7666627,14398359,4912480,4079491,7343182,6710203,7148260,11460901,5156656,7573537,7714215,7491015,9038877,16703045,7468540,8488582,6714310,6428382,7310650,11993154,6823675,5390404,6181331,5800041,7239466,9556480,3557119,4722707,5546368,5151108,6220962,7321442,5774930,4689994,6367693,7751372,8082802,12698179,5545813,5631844,4966311,7500505,6820073,9300774,7033247,8789139,8413924,7999872,6399245,12204759,7519535,5431941,12518535,9100221,12640304,13641092,8681126,8766799,19046021,10386535,13244031,13517323,7334594,9994183,11592863,10847646,9657608,12284291,12005764,13329204,11373829,14793286,12624105,19548395,8189212,12329389,8086545,14685444,11461805,12631015,8615639,12856614,12213148,9747836,11511346,20638493,12950041,9460014,11827179,9244402,13674960,11336474,10618035,9100838,10694335,10718279,11924951,21742503,9354316,7769343,16252241,12669551,10025314,11286381,8176838,8400443,14366040,15256861,13752803,26932542,10102160,10780581,12168031,8620626,13766761,20616667,14376152,12679833,15474662,14002749,18059105,29218726,12915638,12230562,16652501,17774868,15116048,18152995,14541827,15689246,13864657,15509607,17186330,26813457,16327602,11803812,19264880,17980348,19027978,24940377,18272796,17512480,21648021,10017059,15693188,23547493,18472082,11281325,11638237,9557460,15236508,17695955,9433517,8277449,14002121,14251062,12611078,33593356,11209589,10740253,11673491
