"주택유형별","지역별","항목","단위","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월","2023.06 월","2023.07 월","2023.08 월","2023.09 월","2023.10 월","2023.11 월","2023.12 월","2024.01 월","2024.02 월","2024.03 월",
"종합","삼척","매매가격","","98.96406761","98.94900892","98.92292252","98.90072551","98.89059176","98.85759063","98.82518994","98.79020801","98.766888","98.74970396","98.74264831","98.7321075","98.75222845","98.75912317","98.74215627","98.74394395","98.81258523","98.86924582","98.95254523","99.03288623","99.09523588","99.13512462","99.21747693","99.36183281","99.45186747","99.48274484","99.54804853","99.70705005","99.81120604","100","100.1076538","100.1986696","100.4671821","100.8085411","100.9553996","101.0764999","101.1589331","101.2812788","101.3732196","101.4320397","101.5307021","101.5608753","101.5824774","101.577364","101.5955675","101.5412193","101.5007877","101.4164784","101.2500379","101.1415332","101.0158897","101.0278835","100.9336811","100.8575218","100.9032709","101.1606911","101.3141015","101.5542008","101.7480106","101.8861869","102.0764056","102.1745857","102.2159539",
"종합","충북","매매가격","","95.80783433","95.60019259","95.337863","94.97034977","94.64539705","94.26889766","93.95637768","93.62793631","93.40357506","93.17118499","93.08441033","93.09357636","93.1260333","93.14874695","93.26484434","93.28262995","93.43437632","94.91271166","95.35691253","95.47438191","95.53545472","95.63948201","95.87742854","96.42920705","96.84386893","97.32225617","97.8653542","98.46306399","99.06677717","100","100.7351984","101.6382102","102.5595391","103.5985915","104.3631316","104.7664855","105.0063436","105.1749086","105.3030824","105.4270749","105.5782457","105.6924073","105.7610878","105.6629465","105.4652769","105.0796293","104.4194163","103.3664997","102.6580831","101.8968895","101.3318621","101.0601454","100.968836","100.9630006","100.9800302","101.038418","101.2879267","101.7030666","101.940231","102.1118265","102.0967929","102.0464919","101.9966345",
"종합","청주","매매가격","","94.08784113","93.81718529","93.43858484","92.91128331","92.50060545","91.96764796","91.57305993","91.2423036","90.95000152","90.62936698","90.48212183","90.37597016","90.4236179","90.59361051","90.75502055","90.90114322","91.19933564","93.71052732","94.3944229","94.54881568","94.5740872","94.60773781","94.7566589","95.52158411","96.05972943","96.6673889","97.44202069","98.16906846","98.87127262","100","100.8449652","101.7767827","102.6973742","103.7638629","104.4998337","104.8332279","104.9905944","105.1139521","105.2386201","105.2982356","105.3549908","105.3451727","105.2897555","105.0534692","104.6611099","104.0228971","103.058512","101.5449184","100.5108676","99.53177979","98.81820141","98.5121801","98.47682302","98.48315224","98.48498265","98.56291141","98.89139914","99.40807237","99.74115357","99.95899218","99.93895263","99.86642639","99.78734599",
"종합","상당","매매가격","","98.18421472","97.88839421","97.44061673","96.89921097","96.60769663","96.30016229","95.85893378","95.49696977","95.03024597","94.56157997","94.27931662","94.13077303","94.10435352","94.18951732","94.33135762","94.43055085","94.57920713","95.93062742","96.23009347","96.37975949","96.36919837","96.36248297","96.48610186","96.88204592","97.23240527","97.60381404","98.1834116","98.75737031","99.30795676","100","100.845756","101.741147","102.6349586","103.7442291","104.3843159","104.6897476","104.8097007","104.9027448","105.044857","105.1409391","105.2521713","105.2837153","105.2561131","105.11159","104.7062289","103.918184","102.9465857","101.5217992","100.5859007","99.71986514","99.0915039","98.81180979","98.69916048","98.54480844","98.42251951","98.59741524","98.97776075","99.74764178","100.2224334","100.4244479","100.463067","100.5657094","100.6634451",
"종합","서원","매매가격","","95.94242598","95.46369675","94.91164788","94.41113117","94.0005755","93.59588224","93.14162104","92.68351053","92.41088661","92.10368884","91.91192028","91.79529752","91.79158408","91.94252977","92.11376563","92.22209201","92.50210679","94.44245502","94.96492234","95.1707738","95.16808484","95.15712448","95.21321821","95.62186779","96.08729465","96.6241769","97.20690965","97.84344245","98.66956259","100","101.1535224","102.3231175","103.4910137","104.6820458","105.4727543","105.7011025","105.9332926","106.0757164","106.1596195","106.1494649","106.1672485","106.1806032","106.0038027","105.6882365","105.194402","104.4177964","103.4973762","102.3157024","101.316488","100.4151509","99.72753769","99.32329997","99.30625371","99.30342112","99.26567147","99.25544515","99.53015373","99.83095071","100.1753861","100.3349101","100.3894366","100.3361326","100.2026298",
"종합","흥덕","매매가격","","91.39378455","91.17478806","90.73763931","90.06458661","89.57138446","88.90308918","88.54382379","88.22501557","87.8485202","87.51497519","87.42714399","87.38602978","87.45369142","87.75223135","87.93657415","88.16055117","88.53385662","91.52402953","92.27952204","92.42059116","92.53351113","92.67015354","92.96119377","94.39178381","95.19690701","95.93806612","96.95164766","97.82159612","98.69021832","100","100.7911614","101.908107","102.9398271","103.9233678","104.7093182","105.1249136","105.2304084","105.3578126","105.5230414","105.6382577","105.7220729","105.6548526","105.6389055","105.3736973","105.0832985","104.7814157","103.8729279","101.9758137","100.5906763","99.55590766","98.7126746","98.27442589","98.15263764","98.22845697","98.23942188","98.36097628","98.63920148","99.1176183","99.34406653","99.65092605","99.51174938","99.37423109","99.22822368",
"종합","청원","매매가격","","91.80682756","91.71477628","91.66428103","91.31560878","90.90780411","90.21423541","89.87983074","89.69995587","89.65740394","89.47445706","89.41900001","89.27562541","89.41689506","89.51470104","89.65378278","89.77884405","90.13429626","93.67991804","94.80100761","94.92411249","94.89653825","94.8788189","94.96058513","95.57423107","96.01947568","96.75349719","97.60515613","98.3888771","98.8926504","100","100.5959374","101.0598216","101.5979276","102.6080185","103.3131131","103.6691583","103.8575402","103.9855346","104.0792516","104.0984877","104.1047021","104.1091431","104.0973152","103.892434","103.4777395","102.6694714","101.5907398","100.1721595","99.50162438","98.39929715","97.75511568","97.71989886","97.87098558","97.95509562","98.11778754","98.12688158","98.53326036","99.07735329","99.40484123","99.57391232","99.58548119","99.40490877","99.29781752",
"종합","충주","매매가격","","95.32460658","95.12077737","94.77613004","94.27170421","93.799019","93.36950674","93.1611409","92.62510975","92.2617653","92.02489785","91.78372251","92.27938628","92.49788339","92.37438078","92.499307","92.44258423","92.59888868","93.62354967","94.25321352","94.5248461","94.76589984","95.09617537","95.80255166","96.5469699","97.11296087","97.60363739","97.94324575","98.46960158","99.17552187","100","100.7475032","101.8607584","103.2037807","104.993116","106.1463316","106.7681787","107.2693992","107.5659159","107.6958003","107.8637133","108.3412516","108.7117721","108.9231397","108.8933178","108.7617391","108.4328592","108.0225767","107.2128702","106.5651971","105.5040934","104.8125465","104.3819842","104.0945077","104.0057824","104.0456107","104.0601064","104.2957596","104.7203805","104.7859433","104.872371","104.8745527","104.8669899","104.8984541",
"종합","제천","매매가격","","100.9772974","100.8616233","100.7029036","100.6059896","100.2662908","99.99574155","99.18351941","98.84393593","98.82617507","98.60435662","98.37746906","98.33181233","98.22888045","98.19988626","98.20373198","97.94367357","97.62791014","97.40793392","97.1812599","97.00729179","96.99908862","97.02735269","97.10436822","97.19847032","97.34488993","97.63379572","97.92769507","98.25913575","98.73774218","100","101.0954842","102.4555762","103.7374128","105.1855222","106.5874154","107.2345191","107.7730182","107.9998542","108.1662478","108.5574838","108.6652129","108.9014614","109.2655354","109.4621659","109.5402894","109.545597","109.3437128","108.8954238","108.6878416","108.5363225","108.1606344","107.8920206","107.8088902","107.8475168","107.9255956","107.9663454","108.1688126","108.6908378","108.8152498","109.0523877","108.9890684","108.9680856","108.9148531",
"종합","음성","매매가격","","99.1354452","98.98769663","98.89496563","98.7922312","98.82586043","98.69373607","98.56953038","98.14867506","98.03251438","97.93916266","98.15994733","98.08991583","97.94626619","97.1985433","97.08038173","96.66989109","96.43366591","96.21101205","96.07864412","96.09998969","96.25448348","96.44785985","96.72987484","96.94405758","97.12460915","97.63457938","98.07020404","98.697039","99.27349594","100","100.5127836","101.4585562","102.7897848","103.1927246","103.4718166","103.9172695","104.0515034","104.1835921","104.2403951","104.4187196","104.6150216","104.9101522","105.0741562","105.0669535","105.1519301","104.9983933","104.8113132","104.4190046","104.2175747","103.8403515","103.5941597","103.3358316","103.181891","103.1013842","103.2402214","103.2758065","103.3886739","103.5232235","103.5991943","103.642939","103.5816961","103.4576577","103.2593069",
"종합","충남","매매가격","","94.69760988","94.54040933","94.31104853","94.11379008","93.96209403","93.82001379","93.71727252","93.55290651","93.45464679","93.38128041","93.31263511","93.40376317","93.42365599","93.46332943","93.49311583","93.45872513","93.46435527","93.56471392","94.11044412","94.64261517","95.08508191","95.39825888","95.794766","96.44146128","97.03736832","97.58211314","98.11363154","98.73601554","99.30032816","100","100.6318649","101.387734","102.1475303","103.0565527","103.7582414","104.2038982","104.4316665","104.5195705","104.5959335","104.5815545","104.4752136","104.4323356","104.4177002","104.3017524","104.0798295","103.6754851","103.1375836","102.3797676","101.6400942","100.9137074","100.2495094","99.87701394","99.69417656","99.62924697","99.63451216","99.72892999","99.80028902","99.86633226","99.94472575","99.90694459","99.83355412","99.64070147","99.49540247",
"종합","천안","매매가격","","90.63142396","90.40663404","90.15469672","89.90598372","89.64931681","89.45400084","89.34437335","89.03255194","88.87913054","88.82438824","88.76577833","88.91978222","89.11151959","89.26517691","89.43087752","89.47699238","89.54289368","89.76709129","90.79484433","91.65033708","92.44506695","92.94039102","93.73895878","95.17457088","96.03985272","96.77114978","97.47548132","98.41439389","99.10865173","100","101.0191366","102.1840076","103.2953888","104.6400678","105.4185464","105.8540833","106.0988374","106.0889635","105.955754","105.7134136","105.3371395","105.1764811","105.0574347","104.854755","104.4008789","103.5943861","102.5142268","101.2461138","100.09722","99.24063872","98.75303438","98.52512263","98.46432699","98.65553077","98.92874549","99.27812778","99.63277129","99.84538489","100.1528891","100.1488789","100.0716054","99.77816957","99.50310779",
"종합","동남","매매가격","","94.69939997","94.4145851","94.10481284","93.83730308","93.47472382","93.37424493","93.24749041","92.80491702","92.37210896","92.0584709","91.74217552","91.74410157","91.76660709","91.78299625","91.81984045","91.89728675","91.95695367","92.12423488","92.85722815","93.45725957","94.0648228","94.48033731","94.88794975","95.78973165","96.44441104","97.02139613","97.52784836","98.22412521","98.93860107","100","100.8777088","101.7143377","102.6877741","103.6533467","104.2465841","104.6522016","104.8415412","104.9567672","105.0483184","105.0285249","104.9624345","104.9318793","104.9079995","104.81347","104.6567961","104.3050666","103.6377704","102.7987018","102.0306702","101.293771","100.7356908","100.5399103","100.5004832","100.459519","100.6493895","101.0025074","101.3483067","101.6317057","101.9608047","101.8496042","101.6723964","101.2920045","100.8698558",
"종합","서북","매매가격","","87.98303435","87.7961924","87.58087961","87.34423777","87.15452153","86.89966631","86.80092337","86.57177002","86.5951137","86.70487967","86.81077112","87.0621196","87.36236845","87.60430674","87.85308486","87.87894601","87.94884712","88.20973542","89.42827641","90.45008941","91.36719978","91.91482857","92.97103065","94.76144566","95.76765219","96.60254677","97.44013862","98.54307309","99.22363644","100","101.115181","102.5038223","103.709584","105.3147098","106.2209885","106.6771766","106.9602432","106.8638853","106.5757328","106.1805197","105.592066","105.342721","105.158919","104.8827682","104.2276445","103.115084","101.7590592","100.2063497","98.81031614","97.87661228","97.4347549","97.1861474","97.11156226","97.45303312","97.78027395","98.12712137","98.48740359","98.65397101","98.94735938","99.01298219","99.00171657","98.76582633","98.5882557",
"종합","공주","매매가격","","91.14522746","91.05030435","90.95559435","90.86394183","90.85398447","90.83732688","90.70200774","90.55600888","90.63361468","90.65731344","90.71318581","90.74695032","90.73911357","90.78475044","90.76379317","90.75583667","90.74418204","90.76685614","91.52183872","93.02458298","93.66360977","94.32971117","94.62456631","95.17054486","96.84426063","97.69076349","98.28154286","98.81357007","99.32308296","100","100.3109467","100.6800086","101.018395","101.4260445","101.8419782","102.246865","102.516296","102.6851012","102.8563471","103.0850842","103.1614283","103.1892725","103.0232277","102.8918195","102.8408546","102.7889332","102.401662","101.9787138","101.7129182","101.3321598","100.8805797","100.5978944","100.4768101","100.3437154","100.2792462","100.324489","100.3777033","100.5251635","100.491488","100.4800775","100.4644616","100.511835","100.5767064",
"종합","보령","매매가격","","99.69319112","99.56080103","99.45052002","99.33063989","99.16202689","98.97480334","98.85054587","98.56512607","98.29278301","97.91661065","97.81579935","98.01285787","97.84978746","97.80646886","97.71213498","97.5523476","97.29046917","97.27910713","97.27486539","97.42527711","97.86189823","98.09882689","98.23639514","98.34538466","98.42817974","98.58940535","98.81299656","99.28441825","99.64545573","100","100.9493447","101.9105626","102.5450265","103.1982831","103.9753131","104.4921889","104.8230067","105.0809229","105.274352","105.3680187","105.5150131","105.6190644","105.6989021","105.6759005","105.5611722","105.5643815","105.5511684","105.4957744","105.0318129","104.7214332","104.257749","104.0900317","104.0488893","104.1289946","104.2110403","104.2776945","104.4385685","104.70792","104.8094425","105.1838372","105.0496874","104.8877067","105.1126969",
"종합","아산","매매가격","","91.9401746","91.65760064","91.1741711","90.68506631","90.36258405","90.05774142","89.91699076","89.774773","89.58960147","89.70504339","89.76592207","90.03246697","90.13570985","90.15359417","90.08857737","89.96839305","90.03414596","90.13577463","90.79734751","91.3193826","91.73257547","92.03763151","92.3669604","92.8895582","94.08389972","95.23224824","96.22288886","97.31097062","98.47130802","100","100.9410596","102.0485261","103.1851533","104.585577","105.6228644","106.2133129","106.6233999","106.8023819","106.9604636","106.9129883","106.7682811","106.6485661","106.5749665","106.2640522","105.9810935","105.4556184","104.9110986","104.080121","103.4039018","102.4163172","101.2506895","100.6372469","100.1923244","99.95963026","99.71881122","99.61882253","99.54729219","99.4563187","99.41422126","99.30027852","99.19953208","98.92002672","98.74875225",
"종합","서산","매매가격","","101.4836377","101.1706131","100.8754609","100.7656104","100.6553973","100.5921361","100.3725083","100.3459299","100.2522746","99.82844641","99.54916688","99.15150834","98.64139812","98.56985353","98.42701575","98.3330519","98.32390121","98.12322351","97.8474702","97.99581652","98.21708393","98.41608454","98.58799653","98.84258357","98.93034312","98.96796022","99.05558369","99.38213502","99.66400352","100","100.1817551","100.7289528","101.4146569","102.1158641","103.3003413","104.0861503","104.2826254","104.6272589","105.0418565","105.4089689","105.420823","105.4243874","105.5399955","105.5373069","105.4893875","105.4579041","105.3922831","105.1602465","104.516007","103.2902716","102.3523925","101.7098794","101.4838552","101.2249909","101.2571353","101.6181973","101.3894307","101.3878274","101.3655088","101.2194568","101.1263658","100.9939274","100.8644816",
"종합","논산","매매가격","","96.40350215","96.45207408","96.39027819","96.28377641","96.23797574","96.24136925","96.33782518","96.36255814","96.4126382","96.47416284","96.4153617","96.35598485","96.34520413","96.31304974","96.35538616","96.45336299","96.49234857","96.62491489","96.77865543","97.03451917","97.49433591","97.87493637","98.06972924","98.38215556","98.64245535","98.87540758","99.11471181","99.40257546","99.65473145","100","100.3224169","100.6575752","101.0042868","101.3701739","101.7852247","101.9405824","102.0487983","102.1466059","102.2375043","102.36135","102.4117569","102.5627407","102.7382155","102.8158336","102.8330973","102.8312585","102.7806554","102.7672148","102.663557","102.5862081","102.4453485","102.2749222","102.130469","102.0600655","102.0302116","102.0377643","102.1444521","102.2735127","102.4159606","102.6276003","102.7479187","102.8580469","103.0282233",
"종합","계룡","매매가격","","84.37576645","84.10298098","83.97039808","83.8299109","83.6053651","83.51152402","83.31415744","83.12283337","83.34577827","83.4000619","83.41315868","83.5462502","83.65955489","83.72194964","84.0987797","84.0691914","84.21778231","85.20266431","88.03519653","89.79335399","90.5715355","90.97223321","91.41314695","91.87888702","92.37188723","94.46302984","96.21483419","97.38238563","98.37311566","100","100.8219131","101.7350931","102.3544563","103.0191152","103.5608585","103.9322496","104.0789008","104.1371837","104.2164998","103.7084181","103.4731499","103.0855793","102.7408401","102.1750856","101.5123728","100.4892658","98.95128583","95.45245846","92.60270694","90.85621876","89.52125208","88.70298527","88.27273788","87.99699146","87.79821896","87.74146877","87.79693198","87.90661687","87.96383367","87.81367592","87.73697285","87.60007384","87.5433822",
"종합","홍성","매매가격","","92.60984319","92.67256085","92.60369915","92.59745399","92.65575814","92.67772689","92.7830742","92.81306017","92.7379242","92.70609918","92.68345554","92.80019507","92.81009073","92.84984302","92.92883066","92.9760456","93.10847562","93.48742127","93.76378672","93.98244214","94.31875639","94.65563819","95.08595587","95.60826826","96.1404429","96.69223727","97.38592234","98.23648712","99.11327156","100","100.4284718","100.8705881","101.3082843","102.1730774","102.6826853","102.9983276","103.1558003","103.2050313","103.2946764","103.468083","103.5258615","103.560048","103.542417","103.5372846","103.4790159","103.3782071","103.1820175","102.386084","101.5928582","100.6982983","99.12004006","98.08149728","97.57147743","97.01553552","96.64019777","96.11732479","95.77628882","95.52946933","95.09083265","94.65749961","94.23122488","93.71361236","93.39394211",
"종합","예산","매매가격","","97.95176087","97.93647156","97.91561489","97.88598379","97.86696313","97.86149396","98.01745019","98.12648709","98.11198558","98.0349665","98.14018173","98.17811841","98.12824511","98.11228709","98.06994577","97.82403478","97.49429847","97.16647641","97.33188921","97.47370437","97.66243863","97.7959434","98.06484268","98.31049638","98.47323708","98.74315175","99.22073044","99.36252435","99.83666351","100","100.2533195","100.4171434","100.5705426","100.8668649","101.1827796","101.5216811","101.6244583","101.7046814","101.8191513","101.9461903","102.0401227","102.0991808","102.1894127","102.1945097","102.1120055","102.0503384","101.9315076","101.6870442","101.4578395","101.2389446","100.8065095","100.58142","100.5678509","100.5986084","100.6285069","100.595405","100.5807692","100.6191197","100.6061344","100.7572483","100.780491","100.7067045","100.5488512",
"종합","당진","매매가격","","105.6863443","105.4279978","105.1274905","104.785917","104.6723069","104.3307945","103.9222821","103.5389952","103.2610964","103.1681645","102.6598521","102.7269567","102.5290819","102.2740296","102.0995634","101.9515209","101.8617765","101.823634","101.9210951","101.9658466","101.6947481","101.478823","101.3823769","101.238826","100.8248247","100.5478715","100.4323088","100.2360888","100.063502","100","100.2222774","100.6845305","101.3747561","102.1528559","102.9003832","103.4596521","103.6642252","103.4815231","103.451826","103.4438056","103.4427333","103.4470693","103.3859406","103.3548514","103.2476381","102.7694631","102.3447933","101.6005589","101.1377034","100.4813783","99.62638738","99.15434275","98.91388584","98.50827237","98.14501157","97.92497791","97.78794462","97.68473114","97.56260261","97.41065428","97.36347851","97.19820374","97.0186495",
"종합","전북","매매가격","","97.2762021","97.23529022","97.10110881","96.94898221","96.86504142","96.73012654","96.5988578","96.45697869","96.2730357","96.18092651","96.04165408","96.0018585","96.03668736","96.11233517","96.22160404","96.31120186","96.3680592","96.49179964","96.696437","96.8660769","97.08213207","97.28120342","97.51909937","98.24314552","98.47552576","98.61056138","98.77366004","99.05253199","99.37134727","100","100.6161024","101.2738883","101.9680844","102.5827827","103.1174001","103.4381828","103.7585706","103.9221348","104.1864565","104.5705629","105.0402947","105.400124","105.7225744","105.8396097","105.804188","105.6468847","104.7923676","103.8147484","103.1307954","102.6209737","102.1047319","101.7123739","101.4378592","101.2793032","101.1897016","101.1554364","101.2357341","101.297382","101.376162","101.3372152","101.2733263","101.198531","101.15465",
"종합","전주","매매가격","","97.16476561","97.08709562","96.79865403","96.39030602","96.11344174","95.83282","95.50059777","95.12815281","94.47771136","94.18823616","93.80341312","93.60746033","93.5514854","93.64281373","93.80718655","93.95280514","94.02602299","94.28813003","94.66729945","94.86280818","95.21989667","95.55215186","96.00909113","97.6574186","97.97498246","98.08565303","98.26332839","98.6316537","99.04900896","100","100.7999542","101.7981827","102.8796598","103.8398941","104.6834419","105.1088924","105.5433452","105.7096314","105.9350753","106.3102821","106.8715185","107.2820306","107.5230057","107.6002791","107.5546975","107.3387966","106.2302258","105.1171127","104.2432082","103.6103187","103.052351","102.5268916","102.2244253","102.0767668","101.9820335","101.9483129","102.0518942","102.3499814","102.7522843","102.8403724","102.862116","102.7757974","102.7796897",
"종합","완산","매매가격","","97.94254816","97.90668671","97.68095316","97.40299655","97.19145272","96.80579555","96.49974632","96.06073564","95.02182951","94.74341087","94.30091204","94.05681098","93.76665053","93.70347452","93.76982951","93.82491586","93.8279492","93.98390299","94.34987077","94.55456038","94.93752564","95.26905257","95.72111874","97.37072193","97.68166697","97.82799853","98.01968678","98.37699958","98.80217431","100","100.8391189","101.8068347","102.8402016","103.7884488","104.7205525","105.0902874","105.4219254","105.5637531","105.8345744","106.2638555","106.9746888","107.4826184","107.7482558","107.823368","107.8106314","107.6243893","106.4537403","105.207174","104.531812","103.988443","103.4691671","102.950001","102.600974","102.3538997","102.3052781","102.2494954","102.2817116","102.5439782","103.0694411","103.2678785","103.2046045","103.098611","103.1046823",
"종합","덕진","매매가격","","96.32173855","96.19780284","95.84002133","95.28784594","94.9390859","94.77402666","94.41293202","94.11378001","93.89336545","93.59153335","93.27078479","93.12841036","93.32150651","93.57786567","93.8472272","94.09001846","94.23870216","94.61517004","95.00857592","95.19417831","95.52335943","95.85639643","96.31858456","97.96552059","98.29021644","98.36245569","98.52503671","98.90522021","99.31415056","100","100.7601821","101.7893938","102.9197612","103.892184","104.6457544","105.1277968","105.6668399","105.8580368","106.0372728","106.357468","106.7668088","107.078635","107.2946544","107.3741136","107.295314","107.0494366","106.003636","105.0256976","103.9477432","103.2231126","102.6255464","102.0936514","101.8388333","101.7930564","101.6510425","101.6399373","101.8167432","102.1516261","102.4275353","102.4026335","102.5105039","102.4441412","102.4458233",
"종합","군산","매매가격","","99.27787973","98.7816879","98.29445713","98.0337545","97.91186794","97.70968902","97.63715289","97.59037916","97.51355969","97.324568","97.13463264","97.12705514","97.14955474","97.18805308","97.2016322","97.2280616","97.19576822","97.19620846","97.25681361","97.3627772","97.51144529","97.64266881","97.67015728","97.78007724","97.95029615","98.07104553","98.25773665","98.63634474","99.03242115","100","101.3596156","102.5335644","103.5976841","104.5146353","105.423436","105.8959276","106.2561934","106.4763793","107.0448416","107.5720818","107.9487924","108.5899843","109.5198171","109.7840881","109.762432","109.5218879","107.8833058","105.7278518","104.5363996","103.6292638","102.4813661","101.9046512","101.3980905","101.1326744","100.8852789","100.8419814","100.880806","100.8146931","100.6060658","100.476353","100.350262","100.2248049","100.0639454",
"종합","익산","매매가격","","98.16581645","98.30546058","98.3002354","98.25739949","98.20968045","98.0575836","97.96522203","97.91745175","97.957006","97.93866637","97.94023559","98.05856698","98.03962347","98.02295816","98.07197091","98.05255033","98.09623664","98.11065887","98.21323574","98.41858079","98.53495196","98.60157073","98.77876219","99.06493374","99.26335089","99.42419212","99.56027373","99.70578008","99.83797522","100","100.2079451","100.3956964","100.5891163","100.8092896","100.9935118","101.2103466","101.4280822","101.6312701","101.9468194","102.3463931","103.0378738","103.3128","103.5399293","103.5637027","103.4004923","103.1261009","102.3544099","101.4068254","100.647263","100.0856007","99.52687941","99.14758725","98.77645507","98.51832935","98.41594162","98.27831706","98.27140432","98.0935038","97.96588819","97.74627449","97.54030006","97.43223457","97.23679943",
"종합","정읍","매매가격","","95.20701817","95.26888275","95.38292644","95.44007106","95.5072941","95.5785469","95.67048799","95.73164252","96.04746356","96.30247199","96.4727937","96.65340467","96.91261045","97.04935118","97.18729514","97.35858817","97.44995456","97.44682507","97.57916883","97.72751819","97.8619749","98.07879176","98.15779108","98.38231251","98.62091641","98.82638166","98.97568777","99.22097317","99.59056145","100","100.5924741","100.8937639","101.2787556","101.7391101","102.129316","102.5016466","102.9356152","103.1838983","103.3857049","103.6514471","103.9512492","104.1778038","104.3640172","104.5401668","104.4448876","104.3840492","103.8407385","103.4713201","103.2347125","103.0464018","102.8417266","102.6803837","102.5256644","102.4373952","102.3610272","102.29444","102.3465933","102.4529307","102.7791446","102.8910084","102.7712689","102.7101457","102.7123122",
"종합","남원","매매가격","","96.26334565","96.41666458","96.64188917","96.74323341","96.90451024","97.06155262","97.15946894","97.14998223","97.21202475","97.44805991","97.62645128","97.81411418","97.91091139","97.98456657","98.10411349","98.22852281","98.33148636","98.4597399","98.56512818","98.659624","98.65683848","98.71783089","98.77264532","98.95117824","99.10828545","99.24145043","99.37716328","99.53792541","99.75317409","100","100.1243429","100.4033719","100.7505226","101.0577749","101.2826538","101.5529672","101.8648352","102.0480787","102.2187997","102.5595599","102.8642234","103.1493894","103.3282672","103.4765163","103.5528693","103.5332144","103.3547639","103.2451426","103.0332639","102.7906251","102.5639673","102.3457659","102.2150641","102.1572862","102.1373337","102.1125364","102.1776654","102.2092561","102.178611","102.0137732","101.9326555","101.8789214","101.9326048",
"종합","김제","매매가격","","95.05110324","95.28758205","95.53792149","95.81540177","96.03715824","96.19270309","96.3053845","96.41621471","96.5969256","96.73604044","96.87899366","96.91911739","97.10411304","97.2195096","97.34059068","97.45075539","97.55103973","97.70071941","97.85349742","97.97422115","98.21802443","98.40789088","98.60238943","98.83799404","99.05976964","99.21442812","99.38627822","99.51706688","99.76543109","100","100.313925","100.5723867","100.8975367","100.9101074","100.8694341","100.9262836","100.9477871","100.9553978","101.0099175","101.3614685","101.7339264","102.0254229","102.2453637","102.3670761","102.3899069","102.39052","102.3958976","102.3366488","102.2743488","102.2156567","102.0944894","102.0121539","101.9676477","101.9741654","102.0708232","102.1707895","102.4590017","102.4773815","102.4060683","102.2134899","102.0862548","102.0001319","102.0661145",
"종합","전남","매매가격","","94.57317727","94.70243513","94.83294261","95.02059699","95.14737298","95.29901781","95.43494706","95.57999081","95.70763601","95.85603762","96.02771208","96.16889286","96.32902611","96.47187355","96.59580841","96.68328479","96.77272008","96.93131863","97.11183705","97.37256624","97.56516401","97.83374867","98.14969023","98.49740266","98.73460436","98.92946806","99.10480036","99.33525597","99.58204116","100","100.3281569","100.6998033","101.0888858","101.3746844","101.620684","101.7987288","101.9321589","102.0329116","102.1273321","102.2411262","102.3506997","102.4060807","102.4589775","102.4532277","102.343452","102.1629518","101.8019459","101.2009553","100.4251241","99.94227014","99.60218421","99.34098957","99.13948603","98.98179128","98.81574187","98.71837797","98.6914801","98.71502352","98.75185539","98.73997275","98.6835495","98.69311459","98.67915745",
"종합","목포","매매가격","","101.0683094","101.1113207","101.1403161","101.1645876","101.1734222","101.1781058","101.150447","101.0961419","101.0239192","100.9801237","100.9552275","100.9397427","100.9143296","100.9077674","100.8903482","100.8487054","100.7962766","100.6992874","100.6449523","100.5555276","100.3518805","100.2745409","100.1441094","100.0528111","100.0465759","99.68899306","99.43249836","99.50658544","99.54324366","100","100.309123","100.7006295","101.1192013","101.381397","101.5097177","101.5914991","101.7235385","101.7931908","101.9061846","102.0088864","102.0862307","102.1079488","102.1203555","102.1147515","102.0472251","101.8835154","101.2483844","100.5032875","99.54381727","98.9252992","98.48693152","98.18129653","98.0017084","97.87649845","97.77819311","97.68981966","97.52639983","97.49579255","97.55629534","97.54509582","97.28765358","97.24751486","97.19705262",
"종합","여수","매매가격","","91.40638675","91.48027356","91.49482673","91.59427494","91.64374475","91.74309318","91.9415798","92.19337903","92.4026952","92.66556969","92.93751283","93.15996783","93.41421098","93.6453126","93.83574062","93.99535405","94.14055673","94.45304039","94.79569796","95.23347184","95.58702235","96.0821343","96.67851022","97.31597443","97.71122946","98.2005662","98.58959865","98.94590557","99.33086882","100","100.4501761","101.0108505","101.6766369","102.0678935","102.3531421","102.5744417","102.6773223","102.7356917","102.8204643","102.8499549","102.8184432","102.6949383","102.6889616","102.5946693","102.3473278","101.883478","101.1359843","100.0068004","98.79720974","98.16400331","97.58412737","97.21778579","96.95607041","96.67687178","96.25914353","95.9618329","95.83232593","95.67839424","95.57226922","95.39466137","95.2724305","95.16469527","95.01582",
