±âÁØ,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24
°ª,97.41,96.01,95.88,101.83,94.9,94.98,89.41,83.19,95.29,92.9,104.19,105.8,102.15,81.69,70.61,80.02,90.21,98.89,106.24,99.54,99.46,104.95,113.06,113.75,114.42,107.39,114.48,119.96,115.99,118.94,117.79,110.09,106.64,104.63,111.12,111.83,103.44,103.82,103.81,104.88,103.36,84.33,91.26,97.95,85.89,79.77,88.34,83.07,93.73,97.5,94.11,94.99,96.52,101.76,102.21,99.09,100.88,95.5,102.48,103.49,99.61,107.89,110.65,107.84,109.04
